timestamp,erro
0.032,0
0.064,0
0.096,0
0.128,0
0.16,0
0.192,0
0.224,0
0.256,0
0.28800000000000003,0
0.32,0
0.352,0
0.384,0
0.41600000000000004,0
0.448,0
0.48,0
0.512,0
0.544,0
0.5760000000000001,0
0.608,0
0.64,0
0.672,0
0.704,0
0.736,0
0.768,0
0.8,0
0.8320000000000001,0
0.864,0
0.896,0
0.928,0
0.96,0
0.992,-0.01
1.024,-0.01
1.056,-0.01
1.088,-0.01
1.12,-0.01
1.1520000000000001,-0.01
1.184,-0.01
1.216,-0.01
1.248,-0.01
1.28,-0.01
1.312,-0.01
1.344,-0.01
1.3760000000000001,-0.01
1.408,-0.01
1.44,-0.01
1.472,-0.01
1.504,-0.01
1.536,-0.01
1.568,-0.01
1.6,-0.01
1.6320000000000001,-0.01
1.6640000000000001,-0.01
1.696,-0.01
1.728,-0.01
1.76,-0.01
1.792,-0.01
1.824,-0.01
1.856,-0.01
1.8880000000000001,-0.01
1.92,-0.01
1.952,-0.01
1.984,-0.01
2.016,-0.01
2.048,-0.01
2.08,-0.02
2.112,-0.02
2.144,-0.02
2.176,-0.02
2.208,-0.02
2.24,-0.02
2.2720000000000002,-0.02
2.3040000000000003,-0.02
2.336,-0.02
2.368,-0.02
2.4,-0.01
2.432,-0.01
2.464,-0.01
2.496,-0.01
2.528,-0.01
2.56,-0.01
2.592,-0.01
2.624,-0.01
2.656,-0.01
2.688,-0.01
2.72,-0.01
2.7520000000000002,-0.01
2.7840000000000003,-0.01
2.816,-0.01
2.848,-0.01
2.88,-0.01
2.912,-0.01
2.944,-0.01
2.976,-0.01
3.008,-0.01
3.04,-0.01
3.072,-0.01
3.104,-0.01
3.136,-0.01
3.168,-0.01
3.2,-0.01
3.232,-0.01
3.2640000000000002,-0.01
3.2960000000000003,-0.01
3.3280000000000003,-0.01
3.36,-0.01
3.392,-0.01
3.424,-0.01
3.456,-0.01
3.488,-0.01
3.52,-0.01
3.552,-0.01
3.584,-0.01
3.616,-0.01
3.648,-0.01
3.68,-0.01
3.712,-0.01
3.744,-0.01
3.7760000000000002,-0.01
3.8080000000000003,-0.01
3.84,-0.01
3.872,-0.01
3.904,0
3.936,0
3.968,0
4.0,0
4.032,0
4.064,0
4.096,0
4.128,0
4.16,0
4.192,0
4.224,0
4.256,0
4.288,0
4.32,0
4.352,0
4.384,0
4.416,0
4.448,0
4.48,0
4.5120000000000005,0
4.5440000000000005,0
4.5760000000000005,0
4.6080000000000005,0
4.64,0
4.672,0
4.704,0
4.736,0
4.768,0
4.8,0
4.832,0
4.864,0
4.896,0
4.928,0
4.96,0
4.992,0
5.024,0
5.056,0
5.088,0
5.12,0
5.152,0
5.184,0
5.216,0
5.248,0
5.28,0
5.312,0
5.344,0
5.376,0
5.408,0
5.44,0
5.472,0
5.5040000000000004,0
5.5360000000000005,0
5.5680000000000005,0
5.6000000000000005,0
5.632,0
5.664,0
5.696,0
5.728,0
5.76,0
5.792,0
5.824,0
5.856,0
5.888,0
5.92,0
5.952,0
5.984,0
6.016,0
6.048,0
6.08,0
6.112,0
6.144,0
6.176,0
6.208,0
6.24,0
6.272,0
6.304,0
6.336,0
6.368,0
6.4,0
6.432,0
6.464,0
6.496,0
6.5280000000000005,0
6.5600000000000005,0
6.5920000000000005,0
6.6240000000000006,0
6.656000000000001,0
6.688,0
6.72,0
6.752,0
6.784,0
6.816,0
6.848,0
6.88,0
6.912,0
6.944,0
6.976,0
7.008,0
7.04,0
7.072,0
7.104,0
7.136,0
7.168,0
7.2,0
7.232,0
7.264,0
7.296,0
7.328,0
7.36,0
7.392,0
7.424,0
7.456,-0.01
7.488,-0.01
7.5200000000000005,-0.01
7.5520000000000005,-0.01
7.5840000000000005,-0.01
7.6160000000000005,-0.01
7.648000000000001,-0.01
7.68,-0.01
7.712,-0.01
7.744,-0.01
7.776,-0.01
7.808,-0.01
7.84,-0.01
7.872,-0.01
7.904,-0.01
7.936,-0.01
7.968,-0.01
8.0,-0.01
8.032,-0.01
8.064,-0.01
8.096,-0.01
8.128,-0.01
8.16,-0.01
8.192,-0.01
8.224,-0.01
8.256,-0.01
8.288,-0.01
8.32,-0.01
8.352,-0.01
8.384,-0.01
8.416,-0.01
8.448,-0.01
8.48,-0.01
8.512,-0.01
8.544,-0.01
8.576,-0.01
8.608,-0.01
8.64,-0.01
8.672,-0.01
8.704,-0.01
8.736,-0.01
8.768,-0.01
8.8,-0.01
8.832,-0.01
8.864,-0.01
8.896,-0.01
8.928,-0.01
8.96,-0.01
8.992,-0.01
9.024000000000001,-0.01
9.056000000000001,-0.01
9.088000000000001,-0.01
9.120000000000001,-0.02
9.152000000000001,-0.01
9.184000000000001,-0.02
9.216000000000001,-0.01
9.248,-0.01
9.28,-0.01
9.312,-0.01
9.344,-0.01
9.376,-0.01
9.408,-0.01
9.44,-0.01
9.472,-0.01
9.504,-0.01
9.536,-0.01
9.568,-0.01
9.6,-0.01
9.632,-0.01
9.664,-0.01
9.696,-0.01
9.728,-0.01
9.76,-0.01
9.792,-0.01
9.824,-0.01
9.856,-0.01
9.888,-0.01
9.92,-0.01
9.952,-0.01
9.984,-0.01
10.016,-0.01
10.048,-0.01
10.08,-0.01
10.112,-0.01
10.144,-0.01
10.176,-0.01
10.208,-0.01
10.24,-0.01
10.272,-0.01
10.304,-0.01
10.336,-0.01
10.368,-0.01
10.4,-0.01
10.432,-0.01
10.464,-0.01
10.496,-0.01
10.528,-0.01
10.56,-0.01
10.592,-0.01
10.624,-0.01
10.656,-0.01
10.688,-0.01
10.72,-0.01
10.752,-0.01
10.784,-0.01
10.816,-0.01
10.848,-0.01
10.88,-0.01
10.912,-0.01
10.944,-0.01
10.976,-0.01
11.008000000000001,-0.01
11.040000000000001,-0.01
11.072000000000001,-0.01
11.104000000000001,-0.01
11.136000000000001,-0.01
11.168000000000001,-0.01
11.200000000000001,-0.01
11.232000000000001,-0.01
11.264,0
11.296,0
11.328,0
11.36,0
11.392,0
11.424,0
11.456,0
11.488,0
11.52,0
11.552,0
11.584,0
11.616,0
11.648,0
11.68,0
11.712,0
11.744,0
11.776,0
11.808,0
11.84,0
11.872,0
11.904,0
11.936,0
11.968,0
12.0,0
12.032,0
12.064,0
12.096,0
12.128,0
12.16,0
12.192,0
12.224,0
12.256,0
12.288,0
12.32,0
12.352,0
12.384,0
12.416,0
